year,proposal_id,proposal_title,comparison_type,criterion,tfidf_similarity,embedding_similarity,keyword_overlap_count,keyword_jaccard,topic_similarity,sentiment_alignment,sentiment_agreement,polarity_1,polarity_2,sentiment_label_1,sentiment_label_2,polarity_correlation,human_reviewer_id,ai_source
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Data Sources & Limitations,0.11300932880375965,0.8013449305035727,3,0.08108108108108109,0.0636198215199456,0.8793025493025494,partial,-0.07142857142857142,0.16996632996632993,neutral,positive,opposite_direction,2.0,human_y1
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Data Sources & Limitations,0.13696889102736676,0.7809121178580148,1,0.02564102564102564,0.0529990952682984,0.9741077441077441,agree,0.11818181818181817,0.16996632996632993,positive,positive,same_direction,3.0,human_y1
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Data Sources & Limitations,0.07845089559227453,0.743097717122034,1,0.02564102564102564,0.047993746278596684,0.933766835016835,partial,0.0375,0.16996632996632993,neutral,positive,same_direction,4.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Data Sources & Limitations,0.21895457127913187,0.779955564647859,1,0.02564102564102564,0.9999445549575715,0.9308333333333333,agree,0.15333333333333335,0.2916666666666667,positive,positive,same_direction,1.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Data Sources & Limitations,0.0898118933894451,0.8291339657834778,1,0.02564102564102564,0.054097581737340625,0.9597222222222223,agree,0.2111111111111111,0.2916666666666667,positive,positive,same_direction,2.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Data Sources & Limitations,0.09444832913715269,0.7456799339498837,2,0.05263157894736842,0.05408221143949574,0.9916666666666667,agree,0.30833333333333335,0.2916666666666667,positive,positive,same_direction,3.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Data Sources & Limitations,0.15655267907309073,0.8523524366105576,3,0.08108108108108109,0.052469363204115875,0.8590277777777777,partial,0.009722222222222224,0.2916666666666667,neutral,positive,same_direction,4.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Data Sources & Limitations,0.14533236053605747,0.9101213818526002,3,0.08108108108108109,0.05550573943557542,0.9946969696969696,agree,0.2,0.18939393939393936,positive,positive,same_direction,1.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Data Sources & Limitations,0.0,0.6542300596625131,0,0.0,0.06602784817203293,0.8053030303030303,disagree,-0.19999999999999998,0.18939393939393936,negative,positive,opposite_direction,2.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Data Sources & Limitations,0.05827094187340244,0.76092723678184,1,0.02564102564102564,0.06770627448410085,0.8508080808080808,agree,0.4877777777777778,0.18939393939393936,positive,positive,same_direction,3.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Data Sources & Limitations,0.16788265051802795,0.8159644833283393,1,0.02564102564102564,0.06413357187276393,0.9446969696969697,agree,0.3,0.18939393939393936,positive,positive,same_direction,4.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Data Sources & Limitations,0.15404334804585365,0.8078714444425725,4,0.1111111111111111,0.9999418987661636,0.9605681818181818,partial,0.09999999999999999,0.17886363636363636,neutral,positive,same_direction,1.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Data Sources & Limitations,0.04975508355317203,0.7766200472859272,1,0.02564102564102564,0.06358404298414139,0.9887373737373737,agree,0.20138888888888892,0.17886363636363636,positive,positive,same_direction,2.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Data Sources & Limitations,0.14873300431979875,0.85310220522989,2,0.05263157894736842,0.9998912607556992,0.9105681818181818,partial,0.0,0.17886363636363636,neutral,positive,neutral,3.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Data Sources & Limitations,0.19774661696039741,0.7726975406471959,4,0.1111111111111111,0.06221633733252538,0.9605681818181818,partial,0.09999999999999999,0.17886363636363636,neutral,positive,same_direction,4.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Data Sources & Limitations,0.19347857733584375,0.8210289290521517,3,0.08108108108108109,0.04949649827444922,0.9616540404040405,agree,0.25555555555555554,0.17886363636363636,positive,positive,same_direction,5.0,human_y1
y1,9,From Image Data and Biophysical Simulations to Principles of Mesoscale Organization Through Integrated Transfer Learning,human-ai,Data Sources & Limitations,0.050827068438103924,0.6569557838711719,1,0.02564102564102564,0.05674311690173525,0.8510227272727273,partial,0.39,0.09204545454545454,positive,neutral,same_direction,1.0,human_y1
y1,9,From Image Data and Biophysical Simulations to Principles of Mesoscale Organization Through Integrated Transfer Learning,human-ai,Data Sources & Limitations,0.11079493196936835,0.7147294837154968,2,0.05263157894736842,0.05320581425091585,0.9664772727272727,agree,0.02500000000000001,0.09204545454545454,neutral,neutral,same_direction,2.0,human_y1
y1,9,From Image Data and Biophysical Simulations to Principles of Mesoscale Organization Through Integrated Transfer Learning,human-ai,Data Sources & Limitations,0.17389418906897022,0.7816931252745365,1,0.02564102564102564,0.042487082993826183,0.9876082251082251,agree,0.06726190476190476,0.09204545454545454,neutral,neutral,same_direction,3.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Data Sources & Limitations,0.10991587200071089,0.8231756471185536,1,0.02564102564102564,0.05050712394635748,0.9045244107744108,agree,0.1015151515151515,0.29246632996633,positive,positive,same_direction,1.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Data Sources & Limitations,0.05323161123123678,0.773007226006112,1,0.02564102564102564,0.07097995530110533,0.903766835016835,partial,0.09999999999999999,0.29246632996633,neutral,positive,same_direction,2.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Data Sources & Limitations,0.05256775800125756,0.746541184274333,1,0.02564102564102564,0.059927020550359866,0.9871001683501683,agree,0.26666666666666666,0.29246632996633,positive,positive,same_direction,3.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Data Sources & Limitations,0.04025111448199853,0.6922872321519093,1,0.02564102564102564,0.05095711112871561,0.9141835016835017,agree,0.12083333333333333,0.29246632996633,positive,positive,same_direction,4.0,human_y1
y1,11, Searching the Crosslinking Mass Spectrometry Universe for New Protein-Protein Interactions,human-ai,Data Sources & Limitations,0.13139589582427808,0.7178000242937952,2,0.05263157894736842,0.05860829793282977,0.99625,agree,0.0,0.007500000000000007,neutral,neutral,neutral,1.0,human_y1
y1,11,nan,human-ai,Data Sources & Limitations,0.11005012086476354,0.7390799050084013,2,0.05714285714285714,0.07355499538129093,0.80375,partial,0.4,0.007500000000000007,positive,neutral,same_direction,2.0,human_y1
y1,11,nan,human-ai,Data Sources & Limitations,0.10165588053991055,0.7614255616078094,1,0.02564102564102564,0.05789554971939343,0.91625,partial,0.175,0.007500000000000007,positive,neutral,same_direction,3.0,human_y1
y1,11,nan,human-ai,Data Sources & Limitations,0.06656478082786846,0.7493168496442912,1,0.02564102564102564,0.049609268250464564,0.9426388888888889,partial,0.12222222222222223,0.007500000000000007,positive,neutral,same_direction,4.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Data Sources & Limitations,0.019678080365743176,0.6797407191547751,0,0.0,0.050277486111607775,0.8878496503496504,partial,0.2625,0.0381993006993007,positive,neutral,same_direction,1.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Data Sources & Limitations,0.12213049502247089,0.8364367231786174,1,0.02564102564102564,0.04087007702871423,0.9920488165680473,agree,0.054101667563206016,0.0381993006993007,neutral,neutral,same_direction,2.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Data Sources & Limitations,0.15681141696996365,0.7892250162724919,1,0.02564102564102564,0.04072366554107628,0.9635440947940948,partial,0.1111111111111111,0.0381993006993007,positive,neutral,same_direction,3.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Data Sources & Limitations,0.13216474260788622,0.8364556275899828,2,0.05263157894736842,0.043753877702538094,0.9790996503496504,agree,0.07999999999999999,0.0381993006993007,neutral,neutral,same_direction,4.0,human_y1
