year,proposal_id,proposal_title,comparison_type,criterion,tfidf_similarity,embedding_similarity,keyword_overlap_count,keyword_jaccard,topic_similarity,sentiment_alignment,sentiment_agreement,polarity_1,polarity_2,sentiment_label_1,sentiment_label_2,polarity_correlation,human_reviewer_id,ai_source
y1,3,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-ai,Scientific Merit & Innovation,0.10729399106861356,0.8866254469833942,2,0.05263157894736842,0.05211184273304867,0.8377348484848485,partial,0.3666666666666667,0.04213636363636364,positive,neutral,same_direction,4.0,human_y1
y1,4,Synthesizing gene expression data to create an atlas of bacterial cell states,human-ai,Scientific Merit & Innovation,0.059491747956319785,0.8059388510512155,1,0.02564102564102564,0.03941588746166937,0.988626893939394,agree,0.24,0.21725378787878785,positive,positive,same_direction,1.0,human_y1
y1,4,Synthesizing gene expression data to create an atlas of bacterial cell states,human-ai,Scientific Merit & Innovation,0.10864010553760756,0.8734245484644114,3,0.08108108108108109,0.038753104441842566,0.9678612012987013,agree,0.1529761904761905,0.21725378787878785,positive,positive,same_direction,2.0,human_y1
y1,4,Synthesizing gene expression data to create an atlas of bacterial cell states,human-ai,Scientific Merit & Innovation,0.08729761807922681,0.8107506113660895,3,0.08108108108108109,0.039799373712033626,0.9459139223871367,agree,0.10908163265306124,0.21725378787878785,positive,positive,same_direction,3.0,human_y1
y1,4,Synthesizing gene expression data to create an atlas of bacterial cell states,human-ai,Scientific Merit & Innovation,0.18797899055922815,0.9049972717339384,3,0.08108108108108109,0.03524787197383919,0.9098173701298702,agree,0.3976190476190476,0.21725378787878785,positive,positive,same_direction,4.0,human_y1
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Scientific Merit & Innovation,0.055628916892708824,0.7544497460117865,0,0.0,0.048408731773548624,0.9185069444444445,partial,0.2611111111111111,0.09812500000000002,positive,neutral,same_direction,1.0,human_y1
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Scientific Merit & Innovation,0.050220866062706,0.7233692258979215,1,0.02564102564102564,0.034135169667166274,0.9907291666666667,partial,0.11666666666666665,0.09812500000000002,positive,neutral,same_direction,2.0,human_y1
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Scientific Merit & Innovation,0.10692377006219136,0.8455715870833034,2,0.05263157894736842,0.04248285024551563,0.9490625,partial,0.20000000000000004,0.09812500000000002,positive,neutral,same_direction,3.0,human_y1
y1,5,Energetic Origins of Connectivity within Protein Interaction Networks,human-ai,Scientific Merit & Innovation,0.10116257018508686,0.8454199511100777,1,0.02564102564102564,0.036985592344657384,0.9706020021645022,agree,0.03932900432900433,0.09812500000000002,neutral,neutral,same_direction,4.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Scientific Merit & Innovation,0.0849944540115465,0.8321728154881143,3,0.08108108108108109,0.04099050984601772,0.9018775510204082,agree,0.11275510204081633,0.309,positive,positive,same_direction,1.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Scientific Merit & Innovation,0.07928151615947941,0.7830502457159536,3,0.08108108108108109,0.0396218578661916,0.9600833333333333,agree,0.22916666666666666,0.309,positive,positive,same_direction,2.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Scientific Merit & Innovation,0.06342618901645924,0.8417566441392876,1,0.02564102564102564,0.04711887253461856,0.957047619047619,agree,0.22309523809523812,0.309,positive,positive,same_direction,3.0,human_y1
y1,6,Elucidating emergent structures in cellular RNA-protein interaction networks,human-ai,Scientific Merit & Innovation,0.02791875465168194,0.7321073591321956,0,0.0,0.04138417299830453,0.926939393939394,agree,0.16287878787878787,0.309,positive,positive,same_direction,4.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Scientific Merit & Innovation,0.049879505677657594,0.8284239482324356,0,0.0,0.9999301181502023,0.9916583994708995,agree,0.05831679894179894,0.07500000000000001,neutral,neutral,same_direction,1.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Scientific Merit & Innovation,0.020678304736901118,0.7979871261689742,0,0.0,0.9997866465619029,0.9493055555555555,partial,0.1763888888888889,0.07500000000000001,positive,neutral,same_direction,2.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Scientific Merit & Innovation,0.023239889715205696,0.7505809715048692,1,0.02564102564102564,0.035228836919091774,0.9795833333333334,partial,0.11583333333333333,0.07500000000000001,positive,neutral,same_direction,3.0,human_y1
y1,7,Elucidating the Role of Disordered Proteins in Cellular Adaptation,human-ai,Scientific Merit & Innovation,0.05129398013980057,0.817584388500556,1,0.02564102564102564,0.03922042321092893,0.9010353535353536,partial,0.2729292929292929,0.07500000000000001,positive,neutral,same_direction,4.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Scientific Merit & Innovation,0.050951846043580995,0.7005737362156255,1,0.02564102564102564,0.040666777658622186,0.9167113095238095,partial,0.048214285714285716,0.21479166666666666,neutral,positive,same_direction,1.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Scientific Merit & Innovation,0.04552702011086723,0.7214190096023676,1,0.02564102564102564,0.040121213162921755,0.9813310185185184,agree,0.25212962962962965,0.21479166666666666,positive,positive,same_direction,2.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Scientific Merit & Innovation,0.08900999741677422,0.7755718447433556,2,0.05263157894736842,0.04227449462779358,0.978764880952381,agree,0.17232142857142857,0.21479166666666666,positive,positive,same_direction,3.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Scientific Merit & Innovation,0.047017144127354575,0.7330024280330979,2,0.05263157894736842,0.05304007991850725,0.9517878401360544,agree,0.11836734693877551,0.21479166666666666,positive,positive,same_direction,4.0,human_y1
y1,8,Multimodal Single-Cell Frameworks for Cell Lines with Extensive Multi-Omics Data,human-ai,Scientific Merit & Innovation,0.09181645797283312,0.7708181235018723,1,0.02564102564102564,0.03666485595391891,0.9488025137741046,agree,0.11239669421487601,0.21479166666666666,positive,positive,same_direction,5.0,human_y1
y1,9,From Image Data and Biophysical Simulations to Principles of Mesoscale Organization Through Integrated Transfer Learning,human-ai,Scientific Merit & Innovation,0.03282790138695191,0.7697450079291295,0,0.0,0.03950326013887666,0.8793154761904762,partial,-0.2017857142857143,0.03958333333333334,negative,neutral,opposite_direction,1.0,human_y1
y1,9,From Image Data and Biophysical Simulations to Principles of Mesoscale Organization Through Integrated Transfer Learning,human-ai,Scientific Merit & Innovation,0.052738867829624086,0.8333626396523272,1,0.02564102564102564,0.03934923050484033,0.9990972222222222,agree,0.04138888888888889,0.03958333333333334,neutral,neutral,same_direction,2.0,human_y1
y1,9,From Image Data and Biophysical Simulations to Principles of Mesoscale Organization Through Integrated Transfer Learning,human-ai,Scientific Merit & Innovation,0.06849492843280704,0.8228398247556031,3,0.08108108108108109,0.03711852741513502,0.9891025641025641,agree,0.061378205128205125,0.03958333333333334,neutral,neutral,same_direction,3.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Scientific Merit & Innovation,0.06781927000178557,0.7839424179310093,1,0.02564102564102564,0.9999929870350522,0.8975212121212122,partial,0.04996666666666667,0.2549242424242424,neutral,positive,same_direction,1.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Scientific Merit & Innovation,0.0473038079941517,0.7506922397464005,1,0.02564102564102564,0.04549534575541951,0.9996212121212121,agree,0.2556818181818182,0.2549242424242424,positive,positive,same_direction,2.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Scientific Merit & Innovation,0.067274889705992,0.7636282496581279,1,0.02564102564102564,0.04036849404587944,0.9431818181818182,agree,0.14128787878787877,0.2549242424242424,positive,positive,same_direction,3.0,human_y1
y1,10,Transposable elements and the emergence of genomic innovation,human-ai,Scientific Merit & Innovation,0.04865313255899344,0.7887281829468704,0,0.0,0.04283486094463364,0.9175378787878788,partial,0.09000000000000001,0.2549242424242424,neutral,positive,same_direction,4.0,human_y1
y1,11, Searching the Crosslinking Mass Spectrometry Universe for New Protein-Protein Interactions,human-ai,Scientific Merit & Innovation,0.021740385302611197,0.7358098037598378,0,0.0,0.055331297265895356,0.8825833333333333,agree,0.4,0.16516666666666666,positive,positive,same_direction,1.0,human_y1
y1,11,nan,human-ai,Scientific Merit & Innovation,0.100305488965617,0.8029246236786184,3,0.08108108108108109,0.9999940629813706,0.9783744588744588,agree,0.12191558441558442,0.16516666666666666,positive,positive,same_direction,2.0,human_y1
y1,11,nan,human-ai,Scientific Merit & Innovation,0.11944225871824593,0.8351953325030343,3,0.08108108108108109,0.039597021672707636,0.9977512626262627,agree,0.16066919191919193,0.16516666666666666,positive,positive,same_direction,3.0,human_y1
y1,11,nan,human-ai,Scientific Merit & Innovation,0.11829224250314142,0.8533731572816375,4,0.1111111111111111,0.038810763398714476,0.9686944444444444,agree,0.2277777777777778,0.16516666666666666,positive,positive,same_direction,4.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Scientific Merit & Innovation,0.029979874752096035,0.7075046002400198,0,0.0,0.044258162388550605,0.9253472222222222,partial,0.06706349206349209,0.2163690476190476,neutral,positive,same_direction,1.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Scientific Merit & Innovation,0.026671575804850512,0.8222950431242788,1,0.02564102564102564,0.04126809272646023,0.9935359008275675,agree,0.22929724596391265,0.2163690476190476,positive,positive,same_direction,2.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Scientific Merit & Innovation,0.04087283091055615,0.7366388911888075,1,0.02564102564102564,0.0338374325155356,0.940499686716792,partial,0.09736842105263159,0.2163690476190476,neutral,positive,same_direction,3.0,human_y1
y1,12,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry based,human-ai,Scientific Merit & Innovation,0.057855558468891455,0.7832396656237822,0,0.0,0.039383213412042865,0.8918154761904762,partial,0.0,0.2163690476190476,neutral,positive,neutral,4.0,human_y1
